tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Mini-magnetosphere,0,0,0,0,0,0,0,0,2076,2081,0,0,0,0,2105,0,0,0,0,7039,7028,7296,0,0,0,7297,7285,0,0,7290,0,0,0,0,8007,7981,8137,8080,7991,0,8139,0,0,8513,0,8786,0,8791,8818,0,8831,0,0,9388,0,0,9389,0,0,9427,0,9430,9992,0,0,10007,10040,0,10467,10170,10180,10174,10217,10242,0,11149,0,11062,11033,0,11095,11324,11303,0,14123,17952,14183,14204,14183,14179,0,14180,14178,0,0,14258,14265,14183,14176,14277,14293,0,0,14293,14319,0,14374,14375,14332,0,14335,14356,0,0,0,0,14478,14495,14505,0,0,0,0,0,0,14680,15616,15595,15595,0,0,15455,0,0,0,0,0,15501,0,15514,15358,0,15304,0,0,0,0,0,15323,15319,17214,17070,0,0,0,0,0,17139,17033,0,17042,0,0,17276,0,0,0,17081,0,17105,0,0,0,0,0,17147,0,17151,17183,0,17653,17649,0,17643,0,17897,0,0,17909,0,0,18141,18145,0,0,0,0,22918,0,22894,0,22946,0,0,0,0,0,23045,0,0,23053,0,0,23236,0,0,0,23271,0,23270,0,0,23434,23723,0,0,23672,0,23670,0,23659,0,0,0,23649,0,0,0,0,0,0,23647,0,0,0,23775
Magnetorheological fluid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6110,6139,6138,6135,6175,6173,8399,8545,7956,0,8633,8634,8635,8777,0,0,8841,0,0,8825,0,13364,0,13364,13772,13780,14072,14085,14089,14119,14262,14235,14158,14156,0,0,14483,0,14553,0,0,14488,14472,0,18324,0,0,18577,0,18584,18621,19073,19080,19059,0,0,19077,0,19086,0,19128,19127,0,19162,19206,0,0,0,19142,0,19124,0,0,0,0,19048,19056,20645,20461,20717,20188,0,20049,0,0,20064,20137,0,20137,21324,21294,0,0,0,0,0,0,0,21323,0,0,0,21286,21285,21205,0,21225,0,0,0,0,0,0,21229,0,0,0,0,21236,21225,0,0,0,0,21228,21234,21233,0,0,21265,0,0,21267,0,0,21285,0,21268,0,21268,21280,0,0,0,0,0,21278,0,0,0,0,0,21315,0,0,0,21310,0,21314,0,21855,0,21851,0,0,22040,0,22004,0,0,22005,0,0,22433,22417,22433,0,22454,0,0,0,0,0,0,0,0
Mass driver,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,1383,0,1407,0,0,0,0,1420,2905,0,0,0,0,3018,0,0,0,0,3047,6483,6501,6508,7019,7027,0,7032,7034,7645,0,8411,8405,9611,9633,9497,10031,10715,11256,11526,11856,12372,12827,13208,13474,14489,15838,16894,17300,17325,15948,16453,16465,17038,8654,8691,9799,10376,11103,11303,11486,11728,11730,11929,13085,13129,13080,13704,13747,14320,15859,16206,16335,10390,10479,10764,10652,10683,10655,0,0,10991,10680,10679,11031,10854,10853,0,0,10887,10898,10899,11327,11758,11551,0,11581,11624,0,11631,11606,0,11524,11525,11553,13756,19979,19919,19839,20688,20856,0,20855,0,21195,20814,21028,22443,0,20919,20924,20487,20922,0,0,20949,0,20691,0,20719,0,20808,20806,20813,0,0,20914,0,0,21711,21706,20878,0,20878,0,0,0,20941,0,0,20938,0,20909,20988,20994,0,0,0,0,0,0,0,0,20995,20995,20990,0,0,0,20986,0,20983,21077,21076,0,21203,21093,21105,0,0,0,0,21065,21065,23712,0,23716,0,0,23747,0,23747,0,23777,0,23690,0,23705,0,0,0,0,0,0,23689,0,0,24043,0,0,0,24057,24568,24696,0,24722,25138,25350,0,25597,25615,25939,26136,0,26171,26904,0,0,27073,0,27073,27339,27740
Meat analogue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,1440,0,0,1428,1428,0,0,0,0,0,0,1561,1560,1591,0,0,0,5621,5667,5669,5517,5546,5714,5475,6326,6436,6532,6552,5556,3948,3959,3970,0,3943,3962,0,3938,3995,4068,4279,4219,4368,4402,4406,3935,4088,4004,0,4043,4039,4054,4197,4140,4140,0,4623,4169,4216,4329,4252,5010,5226,5227,5194,0,0,5183,5314,5256,5221,0,5220,5235,5291,5312,5326,5272,0,0,0,0,0,0,5272,5307,5428,0,5452,5481,5516,0,5518,5544,5568,5489,5370,5436,5456,0,0,5578,0,5586,5605,5699,0,6620,6668,6668,5600,5626,5721,5730,6105,6129,0,6618,6584,6601,6632,0,0,0,6655,0,0,6739,0,0,9224,9223,0,9904,0,9926,10065,10064,9621,9775,9862,0,8974,0,0,8320,8334,0,0,9453,9096,0,9239,0,23152,0,23188,23208,23247,23490,23746,23750,23869,23898,23965,24031,24031,24214,0,23833,23848,0,0,0,24355,0,24354,23822,23997,0,0,0,24472,24473,24471,25901,25969,26470,26286,26329,20916,23449,23327,23972,0,25266,26950,27516,26241,26559,26840,26792,26820,26964,27106,27140,27323,27875,27113,27184,27419,27963,27828,28120
Medicinal fungi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80453,30130,30510,0,30056,29984,29749,0,29921,29924,0,0,0,29942,29931,29930,29869,29867,30505,30848,30849,30848,30891,31508,32464,32463,32779,32788,0,0,32817,0,0,31953,32019,31981,31980,0,0,31989,26769,26257,0,0,28790,28804,28481,0,28481,28481,28499,0,0,28474,28153,28200,28242,28259,0,30136,30033,29132,0,29156,0,29185,0,30828,25769,0,25846,0,0,25951,28839,22009,22009,22012,0,22040,0,22103,22000,21996,0,0,21994,0
Memristor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,0,0,1943,0,3730,24456,21118,23967,23958,24363,25315,35879,41498,40495,40930,49221,49227,49250,49994,51450,53779,54598,57627,57843,59241,59228,60277,61048,61851,62757,64119,64846,64870,69446,70317,71142,75537,75641,74617,74686,72301,72726,72030,72115,72637,73056,74359,74265,74592,72647,72664,77873,77956,79281,80493,75511,74816,65433,65590,68713,67831,69158,68510,69590,70154,71473,71405,71118,65310,62697,62337,62668,62667,62710,64216,64103,65000,66765,67027,66683,64241,64411,64250,65586,67433,68100,68957,69278,74475,74819,75051,77576,0,77610,77609,77879,78391,79214,78892,81614,84666,83805,83836,72546,75094,74800,74426,74475,75345,76418,75599,75603,77666,77826,77670,77639,78820,78989,78850,79034,79069,79840,79894,83543,0,84255,86854,88096,87599,87644,87646,87528,0,87552,87512,87516,87808,87803,88084,87943,87943,88255,90117,89690,89800,96991,96756,97100,97170,97938,97940,97986,0,98666,98714,98715,98893,102291,102260,102334,101031,101082,101063,101063,100325,0,0,100557
Metal foam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,2156,0,0,0,3151,0,3185,0,3147,0,0,3152,3182,3334,3416,3408,3565,3482,3482,3798,0,0,4029,0,4010,4002,0,0,0,4793,0,0,4934,5274,5461,0,0,0,5486,5863,5572,4678,4797,4824,4847,0,4848,4741,4604,0,0,4667,4756,5705,5516,5293,0,5310,5325,5348,0,5357,0,5559,0,6806,6865,0,0,10111,9119,9740,9583,9583,9543,10092,10157,10434,10436,0,10442,10445,0,10904,10941,11008,0,11067,11261,11252,13538,11053,13721,13994,14669,0,0,23831,23900,23521,23522,20681,0,20483,20449,20440,20701,20735,20639,20654,0,0,0,0,0,0,20661,0,20671,0,21066,22062,22104,22108,22652,0,22674,22742,22840,0,0,22145,0,22149,22019,22013,0,22009,0,22064,22069,0,22078,0,23433,0,21893,25394,25380,25399,0,25381,0,26479,0,26478,0,26507,0,0,26458,0,0,0,0,26421,26392,26395,0,26354,26395,26343,0,0,26424,0,0,26412,27030,27060,0,0,0,26956,26928,26929,0,27646,0,27648,0,27692,37710,38700,40601,0
Metamaterial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,3712,0,0,0,3170,3196,0,3543,3636,0,0,3651,0,3772,3772,4979,4984,5002,5002,5352,6302,6672,7481,9720,9810,10255,10385,10700,11737,11943,13128,13479,13978,14582,14486,15143,15182,17381,16065,16704,18146,18074,17914,18068,18324,18378,18377,21300,21880,21876,22054,0,22501,22536,22677,27907,26220,29209,27829,66323,105648,106642,77154,75862,72393,73071,74856,75205,75920,75553,75590,76303,76300,76901,76263,76426,76393,67885,66841,67522,65061,65133,65207,65209,68091,66884,66541,66563,67143,67197,67528,67538,67397,67538,67401,67402,0,67910,68015,68082,68207,68375,69807,69808,0,69777,69839,69789,69339,69325,69325,69364,69216,61630,62129,61500,61463,61940,61976,61952,61969,61948,0,62001,62045,62386,62387,64370,62842,56571,56692,58032,62018,62795,62480,62550,62996,63893,63971,63900,64396,64802,0,64740,64849,64798,65069,65100,65346,65457,65603,65233,65236,65254,0,67453,67927,68489,66633,0,0,66636,66426,66506,66536,66535,66564,0,66587,67104,67119,0,67272,0,67271,67380,69389,69399,69967,69695,69771,0,70384,72699,72371,72392,74031,73893,77005,76757,76765,77778,77797,77793,77975,78811,78782,78869,0,78867,78917,78376,78375,78482,78152,78150,0
Metamaterial cloaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32051,51815,49893,65451,71409,72021,62212,62469,62459,62514,62492,63257,64720,58299,62303,62467,63230,63376,63350,63419,63463,0,63479,63508,63508,63437,0,0,63193,63032,0,63063,63082,0,63125,63045,63073,0,0,0,63089,0,0,0,63255,0,0,0,63380,0,63716,63702,63565,0,0,0,64473,0,0,64530,64545,0,0,64547,64733,0,64796,64503,0,64503,0,64429,64416,64425,64744,65827,0,65831,0,65864,0,65859,65899,0,0,0,65914,65915,65274,0,65521,65705,65717,0,0,65742,0,65739,65741,0,65770,65759,0,0,0,0,0,0,0,65759,65521,0,65540,65516,0,0,0,65550,0,0,65647,0,65668,65744,66474,66177,0,66170,0,66407,66406,0,66376,66392,0,0,0,66427,0,66158,0,66098,0,0
Microbial electrolysis carbon capture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11848,13380,12621,12488,12381,0,12383,0,0,0,0,12254,0,12484,0,0,0,0,12287,0,0,0,0,0,0,0,0,0,0,12291,0,12301,0,0,0,0,0
Microbial electrolysis cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4677,4632,4612,4693,4698,0,4780,0,0,0,0,4766,4782,4782,4862,0,0,0,0,4730,0,0,0,4712,0,0,0,4744,0,0,0,0,4847,0,4847,0,4836,0,0,0,0,0,0,5064,0,5133,0,0,5062,0,0,0,5085,0,0,0,0,0,0,0,0,0,0,5339,5352,0,0,0,0,0,5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5378,0,5395,0,5933,0,0,0,5915,0,0,6874,0,0,6927,0,6928,0,0,0,0,0,0,0,6971,0,0,6883,0,0,0,6724,6690,0,0,0,0,0,0,0,6883,0,0,0,0,0,0,0,0,0,0,0,0,6857,0,0,0,6889,0,0
Microelectromechanical systems,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1301,0,0,1382,0,1401,1540,2090,2405,2468,2275,2320,2332,2388,2715,2849,2937,2909,2906,3089,3346,3349,3351,3311,3533,8004,8269,8390,8560,8536,8687,8917,9576,12833,13653,13973,14270,14940,15989,16135,17544,17661,16018,17030,15919,15510,16508,17382,19302,19790,20747,20589,21432,22173,23152,23345,23891,21670,22438,22839,22854,22826,22886,22738,22886,22943,23052,23359,23327,23050,23155,23496,24318,24723,24997,25792,25890,26074,26195,25898,27534,24728,25107,25115,25745,25876,25878,28518,0,25733,27418,27760,27685,28219,28279,28524,29747,29772,0,30177,29956,30550,30658,42803,30655,30691,31047,0,30760,30482,31899,30516,30906,30872,30867,30871,30969,31211,33506,31217,31288,0,31288,32777,33148,0,32948,33027,33544,35482,0,35372,35265,0,35396,35628,35650,35650,36336,36233,34126,34312,34098,33990,33993,34394,34539,35213,35210,35255,35159,34806,35363,34971,35015,35790,35605,35478,35557,35457,35450,0,35597,36194,37530,40968,35792,35954,35793,35763,36255,36486,36510,36607,36696,36698,36797,0,36755,37246,37246,37345,0,0,37382,0,37384,37435,37764,38290,38917,40382,40525,41768,41769,43714,43671,45386,46471,45732,0,45883,45959,45991,0,46005,46093,46094,46337,0,46288,46191,45300,46221,0,45301,45308,0,0,0,45806
Microfluidics,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,939,0,0,0,0,0,0,0,0,0,0,943,992,0,1040,0,0,0,0,0,0,1389,0,1442,0,0,1443,0,1578,2365,2866,3408,3804,4023,5059,5925,6298,6839,7059,8383,8542,20974,19760,20892,21346,21577,22049,22115,22115,21087,12310,12585,13078,13141,13112,13281,13539,13539,11063,11538,11885,11799,12947,13037,14169,12367,12477,12582,9350,9346,0,9814,12090,12102,12212,12485,12631,12926,0,13026,13026,13122,13578,13601,17456,18561,18965,18967,19648,20002,20429,20097,20393,0,20143,21193,0,21409,22589,22468,23647,23653,23979,23864,23974,0,25258,24211,24266,25205,25819,26664,27373,28002,27805,27806,27802,27786,27912,28319,28302,28125,28456,0,28706,29419,29957,30100,30623,30143,31618,32112,32385,0,32334,31350,31303,32332,32415,32917,32918,32700,33207,32658,33181,33278,34920,35067,32556,32832,32830,33298,33314,33744,0,0,33929,33393,33713,33785,33842,33973,33920,0,33977,33503,38467,41761,42868,43056,43770,43132,43173,35819,35896,35936,36171,0,36567,0,36716,36714,45450,45245,45307,51880,52807,51681,51819,0,51868,52079,52229,50827,0,50833,0,51752,53741,53517,53652,53907,54104,56363,58081,58532,58532,59170,0,71500,77495,78067,78545,78685,0,78762,0,81269,80946,81257,81071,95354,0,0,92162,93848,100126
Microneedle drug delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11577,11105,0,0,0,0,0,0,0,0,0,0,0,11207,0,0,0,12184,0,0,12945,0,0,12990,0,13010,13150,0,0,13149,13171,0,0,0,17403,0,0
Microreactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,1602,0,0,0,0,0,0,1262,0,0,1262,0,0,0,0,0,0,0,1663,2140,0,0,0,2139,8240,8520,9427,9918,10109,10159,10597,14516,14615,14616,14703,15143,15506,15848,15889,15927,16127,16059,16406,16441,0,16503,0,0,16433,0,16440,0,16336,0,16602,15361,15413,15487,0,15737,15819,15819,0,0,0,15884,16650,17406,0,0,0,0,0,17405,0,0,0,0,0,17449,17499,17491,17518,17539,0,0,0,0,0,0,0,17528,0,0,0,0,0,0,0,17528,19550,0,19546,19441,19578,0,0,0,0,0,0,21382,0,0,21290,0,21557,0,0,0,21659,0,0,21661,0,0,0,0,0,0,21683,0,21530,0,0,21561,0,0,0,0,21584,0,0,0,21584,0,21583,0,0,0,21587,0,0,0,0,0,21588,21588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21697,0,0,21761,0,21670,21672,0,0,0,21680,0,0,0,0,0,0,22070,0,0,0,0,0,0,0,21947,0,21991,21976,0,0,21818,0,0,0,0,0
Mixed Reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,705,0,1687,0,0,752,0,0,828,858,1258,0,1259,1452,1559,0,0,2656,2771,4144,4721,4723,0,0,4694,5061,5963,5969,6652,6581,6904,7420,7621,0,7847,8423,0,8476,8394,8476,8409,8575,0,0,8477,8568,0,8656,8496,0,8603,0,8600,0,8873,9127,8925,0,0,8948,0,8967,0,9175,9474,9494,9466,0,0,0,0,9535,9473,0,9473,9470,9186,9113,0,9129,0,9178,0,9283,0,0,0,9260,0,0,9502,0,0,9535,9554,9680,9497,9328,0,0,0,7939,8534,8260,0,8252,8252,0,0,9236,8691,8677,0,0,8271,8305,0,8357,10006,10009,0,0,0,0,0,9952,0,9975,9996,0,9980,10709,10957,11356,11370,0,0,13476,0,13541,13473,13476,0,13836,14265,16780,16742,0,17845,18077,18269,0,18371,18833,19350,19936,20127,20093,20146,0,25158,25069,37381,0,29972,30447,25573,25786,26573,26768,25686,25168,24387,24149,23497,23499,23369,23556,23655,23560,23930,23782,24821,24489,24618,24087,24194,41853,41793,41920,43778,0,43916,44083,43961,0,43916,43916,45876,0
Molecular Inversion Probe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37606,39710,39738,0,0,0,0,0,0,0,0,39582,0,0,0,39808,0,0,0,0,0,0,0,39808,0,0,39819,39995,0,0,0,0,0,0,0,39967,0,0,39967,39995,0,0,0,0,0,0,0,0,0,39981,39981,0,0,39978,0,39980,0,0,39890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39878,0,40028,0,0,0,0,0,0,40074,0,0,0,0,0,0,0,40059,0,0,0,0,40179,40176,40175,0,0,0,0,0,0,0,0,0,40207,0,40210,0,0,0,0,0,0,0,40225,40383,40387,0,40419,40420,40356,40336,0,0,40336,0,0,0,0,0,0,0,0,40335,0,40461,0,0
Molecular assembler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,3931,3925,3950,3936,3998,4016,0,4150,4137,4137,0,5297,5299,5432,5509,0,0,5529,0,0,0,5538,5792,5792,0,5810,0,5847,5946,5945,5945,0,5954,8254,8176,8705,8637,8614,8616,8733,0,11039,10889,14679,14552,0,14562,14590,14637,14691,0,15894,15165,0,15461,15493,15507,0,0,15481,15765,0,15814,0,15870,15736,15755,15751,0,0,15952,15966,17621,17684,17741,17668,0,17671,17731,17971,17751,17690,17711,17492,0,17494,17478,0,17461,17938,0,17546,18241,0,17375,0,17413,17422,17746,0,0,0,0,17774,17774,17838,0,0,0,0,17791,17850,18376,17972,17998,18793,0,0,18421,0,18454,18466,0,0,18483,18517,0,0,0,0,18703,18769,0,18818,0,0,0,0,19118,0,19135,0,19118,19118,19122,0,0,0,19768,20028,0,20014,20015,0,0,20009,0,20030,0,20006,0,0,0,20063,20161,0,0,0,21394,0,0,21589,0,0,21583,22766,24560,23323,0,0,0,0,0,0,23740,23533,0,22218,22274,22274,0,0,22265,0,22437,0,0,22454,22491,22822,0,0,0,0,0,0,0,22933,0,0,22933,0,0,0,0,0,23339,0,0
Molecular electronics,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,721,0,0,0,0,737,0,0,0,0,0,0,766,820,0,2334,0,2906,0,0,2887,2909,2952,3531,0,3659,0,0,3938,3937,3950,7970,7818,0,7819,7851,8299,8318,10028,9906,9780,10070,0,10020,10503,11458,11460,11492,11524,11441,12807,12946,13082,13899,13903,13937,14048,0,14061,14103,14104,14165,14163,14162,14230,14261,0,14261,0,14443,14257,14419,15613,15903,0,16043,16087,16131,0,16536,16615,16710,17005,17021,17143,17104,17548,17593,17504,17556,17584,19488,12853,12861,0,0,12844,0,0,12838,0,0,12876,12875,0,0,12878,0,12888,0,0,0,0,12953,0,12966,10472,0,0,0,0,0,10503,0,0,0,0,0,0,0,0,0,10500,11601,11607,0,0,11598,0,11590,11330,0,0,0,0,11549,11550,18049,0,0,0,0,11772,11864,0,0,0,0,0,11323,0,0,0,0,0,0,0,0,0,11323,0,0,0,0,0,0,11367,0,11323,11467,11838,11847,11850,0,0,0,0,0,12437,12538,12579,0,0,12509,12500,0,0,12515,0,12537,12549,12721,12908,0,0,0,0,12908,0,13926,13930,14089,0,0,14087,0,14086,0,0,0,0
Liquid metal battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6513,6506,0,6504,0,6504,0,0,6500,6563,6562,6607,6648,0,6676,6825,6825,6875,6881,0,0,6878,9611,9634,0,9633,9653,9745,9940,9956,9975,9678,10143,12214,12193,12211,12398,12283,12552,0,12594,0,12584,12588,12862,12882,0,12898,13024,13024,12985,13002,12976,12977,0,13151,0,13234,13240,13028,13135,13238,13414,13392,13394,0,13624,13596,13676,0,16470,18115,18141,18171,18493,18531,0,18632,18661,19094,19129,19133,19033,19038,18928,18915,18946,18946,0,19666,19963,20819,0,20895,0,21256,0,0,20863,21087,21227,22483,23136,29107,22896,24240,24328,25230,25309,0,0,25715,0,25707,25709,26039,24123,0,0,23638,23246,23637,24582,24720,0,24727,0,0,24746,24717,0,24744,24863,24979,0,26116,26203,26202,26160,0,26325,26314,26331,26359,0,26864,27506,0,27534,0,0,27541,0,27588,27565,27560,0,27558,0,27562,27650,0,27713,27695,27770,28001,29584,30431,30632,30627,30655,30671,30718,30718,0,31184,31209,29035,29728,29871,29899,0,31498,31498,31473,0,31484
