tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Electroshock weapon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,1,0,0,0,2,28,20,2,9,6,10,4,15,21,26,13,11,37,25,24,13,16,18,6,24,18,23,18,33,74,49,26,22,33,39,57,25,14,18,49,62,88,43,21,11,4,3,2,10,5,11,5,11,8,8,3,12,3,11,3,0,20,3,2,4,4,3,10,4,2,1,7,3,12,4,6,5,6,1,8,7,2,2,4,0,4,2,4,7,4,0,0,1,3,0,4,4,0,6,3,4,2,1,2,7,7,10,2,4,4,0,0,4,1,1,4,0,3,0,0,2,0,4,1,15,1,9,3,4,1,0,2,1,0,4,0,2,5,3,2,4,5,0,3,0,2,2,1,9,2,3,2,1,2,1,1,0,0,2,3,2,1,5,9,7,0,5,4,4,2,6,2,3,1,15,3,1,5,2,2,1,2,12,4,0,6,4,4,1,3,5,4,1,6,1,0,0,1,3,4,0,2,1,0,4,2,10,2,2,0
Electrothermal-chemical technology for propellants,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,57,4,0,2,0,3,1,0,1,0,0,0,1,2,0,0,1,0,1,3,4,15,2,1,1,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Energy harvesting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,2,0,2,1,4,4,1,1,2,1,4,7,3,5,7,7,6,9,7,7,4,3,2,4,4,3,1,6,3,0,3,8,27,15,10,12,13,5,8,13,5,7,15,8,7,9,6,9,8,7,6,5,4,1,9,15,1,6,1,1,7,3,9,4,4,3,3,1,11,1,6,13,1,5,8,3,5,3,3,4,3,9,3,7,11,2,2,2,1,3,8,9,11,5,8,0,14,16,6,1,3,3,3,3,7,0,6,1,1,0,8,2,1,4,1,1,0,9,0,4,3,2,0,1,2,2,0,2,4,0,3,0,4,7,9,1,1,2,8,4,5,2,1,0,0,0,2,1,4,2,1,0,5,3,2,0,2,3,3,2,11,1,1,3,3,10,0,3,0,3,3,0,1,3,0,8,1,0,2,2,3,0,1,0,1
Enzybiotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,1,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0
Eutectic system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,2,4,0,2,1,3,2,2,0,1,4,5,3,0,1,1,4,3,3,9,3,1,4,28,5,3,0,1,4,3,12,3,3,5,16,3,9,0,0,4,5,1,2,1,4,6,4,0,4,0,2,1,2,0,1,1,0,0,3,6,2,2,0,0,8,4,3,23,3,5,2,6,5,2,3,3,5,1,1,0,0,0,6,3,2,1,6,0,0,0,7,3,3,0,1,10,2,0,2,2,2,1,2,4,8,12,2,5,1,4,0,1,0,5,8,0,2,2,1,1,9,3,5,34,1,3,5,0,1,0,3,1,4,2,1,5,0,4,0,0,3,1,0,1,0,0,2,0,4,2,2,5,1,3,3,3,1,0,0,1,1,0,2,0,0,1,1,2,1,2,1,2,2,0,4,0,5,2,0,7,0,6,0,0,2,0,0,1,0,4,0,1,2,1,3,0,2,2,1,2,1,2,2,2,2,1,0,0,1,6,1
Exascale computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,2,0,0,0,1,0,0,0,5,0,1,1,0,4,2,10,4,1,0,4,4,0,0,4,8,1,1,4,1,2,1,0,1,0,0,1,1,4,3,1,2,1,0,1,3,1,4,0,0,0,6,1,0,6,4,2,2,2,0,1,3,0,1,5,0,0,1,3,2,6,0,1,0,2,1,0,0,1,0,0,1,4,1,5,1,0,1,10,0,6,1,5,9,6,1,3,4,4,3,2,10,14,2,15,3,0,2,1,2,5,3,0,2,5,18,2,13,13,1,4,0,0,1,3,2,7,4,1,1,0,9,4,3,4
Exhalation delivery system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Explosively pumped flux compression generator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,2,0,1,8,3,0,0,4,0,0,1,1,2,0,2,5,2,2,5,1,0,2,2,1,4,0,4,14,4,0,3,6,6,0,0,5,0,2,4,4,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,2,0,0,6,1,1,2,3,2,0,0,0,0,0,1,1,0,0,0,1,2,3,0,0,0,0,4,0,0,0,1,2,3,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,2,11,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Extended Reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,4,2,0,1,0,0,4,1,0,1,0,2,1,0,2,0,1,1,0,1,0,0,0,0,1,1,0,0,4,1,0,2,1,0,3,0,0,0,0,0,0,1,1,4,0,2,0,0,0,0,6,0,0,0,0
Extreme ultraviolet lithography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,31,27,22,7,20,9,13,2,4,1,2,4,3,2,10,10,0,1,8,1,5,5,1,11,4,2,0,14,28,4,38,14,17,14,4,2,0,5,1,3,0,7,7,22,7,7,4,14,5,7,1,18,4,5,4,16,12,15,16,14,6,8,1,7,6,3,10,2,0,2,4,1,7,1,13,27,15,2,8,5,9,3,10,8,9,10,1,3,1,16,3,3,5,14,25,3,3,1,29,34,21,2,1,26,25,46,5,7,8,44,45,57,54,36,16,13,24,4,16,3,2,2,56,8,5,12,0,11,23,18,12,12,2,80,34,33,15,18,95,257,104,39,2,12,34,0,54,21,4,10,5,2,110,34,53,31,26,27,28,23,38,2,57,46,36,42,34,31,7,14,8,0,11,4,5,8,47,12,19,6,11,4,17,6,3,3,8,1,10,1,15,3,5
Facial recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,2,1,0,0,1,0,4,0,7,4,1,2,2,5,1,4,6,5,3,3,0,4,7,16,7,1,8,11,2,9,12,8,9,4,2,5,10,4,1,14,5,8,19,4,12,5,27,11,5,12,7,4,4,6,11,8,8,7,9,4,5,11,14,7,2,13,14,4,7,6,3,4,2,3,7,2,6,4,2,5,1,1,19,2,4,3,15,1,11,11,9,2,2,6,2,2,1,5,2,9,5,10,3,5,2,3,6,8,7,2,3,19,15,1,6,3,9,3,3,11,4,7,3,4,0,0,1,6,1,1,4,4,6,3,7,5,1,5,3,4,2,2,2,4,7,4,11,22,24,9,7,12,3,12,6,3,11,8,3,18,17,9,3,12,6,8,7,5,6,5,8,3,12,2,9,5,0,3,1,8,13,15,13,17,6,11,24,10,15,4,3,16,11,47,55,10,17,20,2,4,13,13,3,4,9,3,2,3
Fast-ion Conductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,2,1,0,1,0,0,0,12,9,0,2,0,0,5,0,0,0,3,2,1,0,1,0,0,3,5,0,2,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,3,0,2,0,2,1,0,0,1,0,1,0,0,24,1,0,0,1,2,1,0,0,0,2,1,3,0,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,2,0,0,2,3,2,0,0,2,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,2,0,2,3,1,0,0,5,0,0,0
Mini Bioreactors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,2,0,0,0,4,0,1,1,2,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,3,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,44,7,0,1,0,0,1,0,5,0,0,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Flexible display,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,8,2,3,0,1,22,0,3,2,1,5,5,2,3,0,1,3,0,2,1,0,0,2,0,3,0,2,0,0,0,1,0,2,2,2,2,1,3,2,0,0,0,0,0,0,4,3,1,6,2,1,0,1,2,1,0,1,0,1,4,2,1,0,0,4,0,0,0,0,0,4,13,9,2,0,0,3,3,9,2,1,3,0,5,1,2,1,0,0,3,3,4,1,1,1,0,0,0,2,0,5,0,0,0,0
Flexible electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,1,1,0,2,0,2,1,0,1,3,2,4,2,0,0,3,2,0,6,2,1,0,1,0,4,0,2,4,0,3,2,1,2,0,0,1,0,3,1,0,5,1,0,6,4,5,4,1,0,0,0,1,2,1,4,1,0,0,9,1,0,0,0,0,4,1,5,1,0,0,0,0,1,2,2,1,3,2,0,1,6,1,1,3,4,0,0,2,1,0,3,0,0,0,2,0,0,1,1,0,0,1,0,2,5,7,7,0,1,4,1,2,12,2,0,1,5,5,4,0,0,2,2,2,0,1,0,1,0,0,2,0,0,0,2,0,0,1,3,4,2,2,0,2,0,2,4,0,2,0,1,1,1,1,0,1,0,0,0,1,0,3,0,0,1,0,3,3,0,1,1,0,1,2,1,5,1,1,1,0,1,0,0,0,2,0,0,2,0,1,7,1,0,3,0,0
Flexible organic light-emitting diode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,2,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floating Liquefied Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,1,1,1,4,2,0,2,0,1,15,0,0,0,1,0,0,0,0,0,0,4,0,0,2,1,1,3,0,0,0,1,2,0,0,0,1,4,0,0,0,8,0,3,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,1,0,3,0
Flywheel energy storage,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,2,1,0,5,0,0,0,1,3,0,2,0,1,0,1,6,9,6,7,2,13,4,6,16,6,3,16,15,10,13,14,10,4,14,11,11,7,22,13,4,5,4,21,7,3,15,2,3,7,5,10,5,4,1,1,13,5,5,4,1,6,6,3,2,7,5,8,3,3,2,5,1,2,5,9,1,3,5,2,7,7,3,1,2,1,3,9,3,6,2,2,5,5,4,2,2,6,1,4,3,7,1,3,4,3,1,1,7,1,0,0,6,6,9,1,27,8,1,1,5,5,3,6,1,3,2,1,9,0,4,3,2,2,6,2,1,21,6,7,2,3,1,3,1,0,2,4,5,1,1,6,2,0,1,1,3,3,4,3,2,2,0,3,2,6,5,3,0,1,3,0,2,7,1,1,3,1,2,0,0,2,4,1,0,4,0,2,2,0,2,2,10,0,0,1,1,1,3,2,1,0,2,0,0,2,0,2,0
Fogponics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Force Field,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,2,4,0,0,1,0,0,0,1,0,0,1,0,2,2,0,6,0,1,0,4,0,1,0,0,0,1,3,1,0,1,1,0,6,4,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,16,2,6,5,6,12,6,8,4,8,8,4,3,4,1,2,4,12,2,5,1,14,3,2,2,1,7,6,9,2,1,3,0,1,0,4,5,3,0,6,1,6,3,6,0,2,0,2,4,8,3,0,1,0,0,1,4,1,11,2,2,0,2,0,9,2,0,0,2,4,4,10,3,1,0,2,3,0,1,3,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,1,3,2,0,0,2,1,4,2,7,1,2,2,2,4,1,0,1,0,4,0,0,1,0,1,0,0,3,1,2,0,1,7,1,0,1,8,0,0,1,1,0,5,0,0,0,1,1,0,54,5,4,2,3,0,2,0,0
Foundation garment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,1,2,0,0,0,1,0,0,2,0,0,7,0,0,0,0,2,0,0,0,1,1,6,0,2,0,4,0,1,0,0,15,6,0,8,0,0,1,2,0,2,0,0,0,3,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,7,1,2,10,1,1,5,1,1,0,0,2,1,1,7,2,0,0,1,0,2,0,0,0,0,6,3,0,0,0,0,0,0,0,2,0,4,1,0,1,0,1,1,3,0,1,2,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,2,0,0,3,1,1,0,0,0,0,0,0,0,1,3,0,1,0
Fuel cell,0,0,0,0,0,0,0,8,2,0,0,0,0,1,3,1,2,0,0,0,0,1,0,7,5,2,5,2,0,4,7,1,6,6,2,2,14,5,1,5,27,9,16,19,19,19,30,10,18,25,18,29,47,60,35,57,32,56,212,99,45,53,41,73,57,67,89,44,64,152,70,88,39,39,35,29,52,75,55,99,54,74,64,45,34,59,45,74,60,45,35,54,35,33,30,50,22,28,13,41,44,44,35,30,66,35,37,35,12,18,18,14,32,12,24,26,17,47,9,24,14,58,116,19,17,13,24,19,22,22,23,8,8,27,5,10,23,11,14,22,5,17,21,19,11,17,9,6,20,59,18,15,20,16,15,11,5,11,9,13,12,15,17,11,8,28,0,9,10,6,15,19,9,10,4,11,11,6,3,13,11,3,4,16,7,10,14,3,22,3,4,22,8,3,3,4,10,9,10,9,5,17,4,25,3,1,4,4,12,16,6,5,3,8,13,4,9,18,21,10,11,11,17,8,6,6,3,1,9,3,3,7,10,8,6,4,4,0,13,11,13,12,1,2,3,4
Fuel cell vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,2,6,4,6,2,5,6,2,4,3,2,0,17,1,1,0,1,0,4,6,0,0,0,4,1,4,3,0,5,0,4,46,41,2,1,0,0,0,2,6,3,0,0,5,0,1,2,0,0,2,4,3,6,0,2,3,1,4,4,83,7,4,0,5,7,1,1,11,14,0,1,16,21,3,3,10,11,5,4,6,2,0,6,0,10,10,0,6,9,9,9,15,1,13,4,11,6,1,12,1,1,1,3,12,6,3,8,6,0,1,5,9,5,3,1,0,6,4,0,6,0,0,2,8,1,0,0,4,12,2,0,14,2,10,8,0,16,0,6,13,3,9,2,3,6,1,0,2,1,11,1,21,10,22,9,1
Fullerene,0,0,0,0,1,0,2,0,1,0,0,2,0,0,1,4,0,0,2,0,0,0,1,2,1,1,0,2,3,1,1,1,0,9,8,0,0,7,5,1,11,5,5,9,8,5,17,8,31,12,10,7,14,28,22,24,25,15,20,27,12,32,3,38,30,20,7,35,26,30,28,39,15,25,12,28,36,53,25,40,15,30,21,29,48,33,8,23,24,17,53,55,31,24,30,17,1,20,11,15,21,11,16,24,17,26,16,14,8,24,30,112,28,14,11,7,8,8,8,6,2,3,10,11,7,11,9,12,1,8,8,6,7,15,3,4,18,13,10,8,17,4,4,7,2,2,5,5,11,12,3,2,14,3,4,4,5,2,6,3,5,4,2,9,12,3,3,7,1,9,12,3,12,6,3,10,5,9,0,5,6,3,2,1,9,4,7,4,13,3,2,2,5,1,4,10,13,5,6,3,1,5,4,4,6,2,1,1,3,12,1,5,10,6,41,6,8,10,0,4,8,5,4,3,2,7,4,8,1,2,1,1,1,7,3,3,3,0,2,3,1,7,1,1,0,0
